,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,,,,,,
Participante,synBlc1_Oc,Descanso,asynBlc1_Oc,Descanso,ContBlc1_Oc,Descanso,synBlc2_Oc,Descanso,ContBlc2_Oc,Descanso,asynBlc2_Oc,Descanso,synBlc3_Oc,Descanso,asynBlc3_Oc,Descanso,ContBlc3_Oc,Descanso,synBlc4_Oc,Descanso,ContBlc4_Oc,Descanso,asynBlc4_Oc,Descanso,synBlc5_Oc,Descanso,asynBlc5_Oc,Descanso,ContBlc5_Oc,Descanso,synBlc6_Oc,Descanso,ContBlc6_Oc,Descanso,asynBlc6_Oc,Descanso,synBlc7_Oc,Descanso,asynBlc7_Oc,Descanso,ContBlc7_Oc,Descanso,synBlc8_Oc,Descanso,ContBlc8_Oc,Descanso,asynBlc8_Oc,Descanso,synBlc1_P,Descanso,asynBlc1_P,Descanso,ContBlc1_P,Descanso,synBlc2_P,Descanso,ContBlc2_P,Descanso,asynBlc2_P,Descanso,synBlc3_P,Descanso,asynBlc3_P,Descanso,ContBlc3_P,Descanso,synBlc4_P,Descanso,ContBlc4_P,Descanso,asynBlc4_P,Descanso,synBlc5_P,Descanso,asynBlc5_P,Descanso,ContBlc5_P,Descanso,synBlc6_P,Descanso,ContBlc6_P,Descanso,asynBlc6_P,Descanso,synBlc7_P,Descanso,asynBlc7_P,Descanso,ContBlc7_P,Descanso,synBlc8_P,Descanso,ContBlc8_P,Descanso,asynBlc8_P,Descanso,,,,,,
1,40,51,40,50,40,50,41,50,40,50,41,49,40,50,40,50,40,50,41,51,40,51,40,52,40,50,40,50,40,50,40,50,40,50,40,50,42,50,40,50,40,50,40,47,40,50,40,49,40,50,40,50,40,50,40,50,40,50,46,50,40,50,40,53,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,51,41,50,40,50,40,51,41,50,40,50,40,50,40,91,131,181,221,271
2,40,50,40,50,40,50,40,50,40,50,40,50,41,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,51,40,50,40,50,40,51,40,51,40,50,40,50,40,50,40,50,40,48,69,40,72,50,55,40,55,40,61,40,59,41,58,40,60,40,50,41,54,40,50,40,62,40,57,40,65,40,51,40,72,40,51,40,55,40,61,,,,,,,,,,,,40,90,130,180,220,270
3,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,51,40,50,43,50,40,50,40,50,40,50,40,50,41,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,51,40,50,48,50,40,50,40,51,40,50,45,51,40,50,40,50,52,42,40,50,40,90,130,180,220,270
4,40,56,40,50,40,49,40,50,42,49,40,57,40,59,42,46,40,49,39,50,39,50,40,48,39,51,40,50,40,49,41,49,40,51,40,50,40,54,42,50,41,49,40,46,41,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,39,50,41,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,40,41,50,40,96,136,186,226,275
5,40,57,40,50,40,50,41,50,40,50,40,50,40,50,41,50,40,50,43,51,40,50,40,50,40,50,40,50,40,50,40,51,42,50,40,52,47,50,40,50,40,50,40,50,40,51,41,50,40,57,40,50,40,50,41,50,40,50,40,50,40,50,41,50,40,50,43,51,40,50,40,50,40,50,40,51,42,50,40,50,40,50,40,52,40,50,40,50,40,50,40,50,40,51,40,50,40,97,137,187,227,277
6,40,52,40,50,40,47,40,50,40,50,40,50,40,50,40,50,40,50,40,51,40,50,40,50,45,50,40,51,40,50,46,50,40,50,40,50,40,51,40,50,40,57,40,50,40,45,40,50,40,50,40,50,40,50,40,50,40,50,40,50,41,50,41,60,40,50,40,50,42,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,41,50,40,92,132,182,222,269
7,40,50,40,50,40,50,41,50,40,50,40,50,40,51,40,50,41,50,45,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,49,40,50,40,50,41,44,41,50,40,90,67,41,40,50,40,50,43,47,40,50,40,50,42,50,40,50,41,50,40,50,40,50,40,42,40,50,40,50,40,52,40,50,40,47,40,51,40,50,40,50,41,50,40,50,40,50,40,90,130,180,220,270
8,40,50,40,51,40,50,40,50,43,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,40,50,41,50,40,50,40,50,40,50,40,50,40,51,40,50,40,50,40,67,40,50,40,90,40,64,40,50,40,50,40,50,40,50,40,50,40,50,45,50,40,50,42,50,40,50,40,50,40,50,40,50,40,50,40,47,40,50,40,50,40,50,40,50,40,50,40,90,130,181,221,271
9,40,78,40,55,40,50,45,50,40,50,40,50,39,50,40,50,41,50,43,57,40,50,40,50,40,50,40,50,40,50,40,55,40,50,40,50,40,50,40,50,40,50,40,40,40,54,40,50,40,82,41,54,40,52,40,50,42,53,41,58,40,55,40,50,40,60,40,50,42,52,41,57,40,52,42,50,40,50,41,50,41,51,41,51,41,51,41,51,40,50,40,60,42,50,40,50,40,118,158,213,253,303
